Operator,Scheme Name,Area,Approval Number,Recovery Method,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Perpetual,,Athabasca,11592A,Primary,0.19,0.18,0.16,0.23,0.19,0.0,0.0,0.04,0.46,0.03,,,2013
Frog Lake Energy Resources Corp.,,Cold Lake,11620,Primary,53.9,52.71,37.63,11.83,14.96,15.64,8.02,6.53,7.5,12.55,18.33,15.63,2013
Cenovus,,Cold Lake,11624D,Primary,4.73,12.45,17.67,15.15,14.96,9.47,12.7,12.9,15.91,18.74,19.22,18.41,2013
Cenovus,,Cold Lake,11629B,Primary,4.82,8.63,2.57,5.17,7.35,4.02,4.34,5.07,5.69,2.41,2.88,2.5,2013
Cenovus,,Cold Lake,11630B,Primary,11.46,5.64,9.61,7.44,8.36,6.45,5.44,8.99,9.59,8.65,8.2,6.56,2013
Cenovus,,Cold Lake,11631B,Primary,0.0,0.19,1.44,3.9,3.14,12.62,10.28,0.92,0.0,0.03,0.0,,2013
Cenovus,,Cold Lake,11634C,Primary,8.7,8.04,4.35,5.9,8.67,7.72,5.68,13.02,8.84,10.53,6.9,8.27,2013
CNRL,,Cold Lake,11643A,Primary,26.05,24.25,21.72,21.09,24.27,19.21,18.19,19.87,20.66,21.64,15.51,16.49,2013
CNRL,,Cold Lake,11644A,Primary,37.14,37.69,37.61,44.84,44.26,46.61,38.26,41.82,49.01,49.4,41.71,30.93,2013
CNRL,,Cold Lake,11645A,Primary,17.31,17.35,14.75,16.74,16.67,17.96,16.83,17.65,17.41,15.95,10.3,13.57,2013
CNRL,,Cold Lake,11646A,Primary,6.3,2.81,3.89,4.42,4.18,2.0,2.84,5.65,3.81,7.84,5.74,4.12,2013
CNRL,,Cold Lake,11647A,Primary,104.38,99.45,91.2,87.65,81.24,77.61,84.45,77.8,76.91,82.2,78.5,78.14,2013
CNRL,,Athabasca,11676,Primary,10.53,8.48,9.82,2.51,0.0,0.37,6.6,12.15,11.44,15.0,10.43,4.12,2013
Murphy,,Peace River,11692A,Primary,7.16,4.5,6.39,4.74,4.45,4.36,6.02,4.17,5.62,5.01,5.3,5.65,2013
Murphy,,Peace River,11693A,Primary,8.12,6.83,8.56,4.02,6.76,6.12,5.42,5.61,6.25,5.37,7.67,6.76,2013
CNRL,,Cold Lake,11720,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
CNRL,,Cold Lake,11724,Primary,16.78,13.44,12.31,12.08,9.62,8.21,6.99,9.15,8.58,7.12,7.24,13.26,2013
CNRL,,Cold Lake,11751A,Primary,91.74,111.2,98.97,99.73,69.75,78.42,98.04,80.85,74.6,66.97,79.17,75.37,2013
Murphy,,Peace River,11770A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.2,1.46,2.14,0.98,0.96,2013
Husky,,Cold Lake,11822,Primary,1.62,1.74,4.6,6.89,1.47,0.78,3.41,2.69,3.15,4.0,2.17,3.58,2013
Bonavista,,Cold Lake,11885,Primary,3.81,5.45,7.75,7.96,3.05,3.99,1.92,0.05,2.05,0.96,0.92,0.95,2013
Rife Resources Ltd.,,Cold Lake,11917,Primary,0.0,0.0,0.0,7.68,8.42,8.3,8.86,8.29,4.19,7.55,10.34,11.35,2013
Baytex,,Cold Lake,11945A,Primary,13.47,15.54,19.34,12.5,22.08,24.62,21.29,16.03,25.36,28.68,22.7,20.68,2013
Perpetual,,Cold Lake,11979,Primary,0.0,0.0,0.0,0.0,0.0,0.62,3.54,2.64,1.86,2.26,2.3,2.82,2013
CNRL,,Athabasca,12052,Primary,1.25,9.78,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2013
Twin Butte Energy Ltd.,,Cold Lake,12054,Primary,2.46,3.63,0.37,1.78,11.85,15.65,16.7,18.25,19.71,17.2,19.62,19.45,2013
Harvest Operations Corp.,,Cold Lake,12139,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2013
Husky,,Cold Lake,12142,Primary,0.0,0.38,7.89,10.83,10.08,6.98,0.0,0.0,0.0,0.0,0.0,1.07,2013
Husky,,Athabasca,12218,Primary,4.39,4.54,8.44,2.28,0.73,3.18,5.49,5.11,4.73,2.71,2.65,6.08,2013
CNRL,,Cold Lake,4746V,Primary,850.71,949.16,880.65,920.02,985.23,977.84,979.41,1008.09,1025.63,1114.66,1097.04,1092.85,2013
CNRL,,Cold Lake,5692D,Primary,2.45,2.64,1.99,2.62,1.86,2.48,1.29,2.25,0.6,0.0,,,2013
CNRL,,Cold Lake,6280F,Primary,477.05,508.48,470.91,448.65,431.32,401.12,397.78,408.22,391.15,411.09,419.07,393.22,2013
CNRL,,Athabasca,6619AA,Primary,54.79,38.29,34.31,39.68,60.87,101.27,99.21,101.36,100.56,103.36,99.56,100.85,2013
CNRL,,Cold Lake,6726O,Primary,331.35,345.18,343.34,353.91,337.55,357.89,367.52,441.07,458.79,490.09,457.92,452.93,2013
CNRL,,Cold Lake,6764D,Primary,1.65,2.22,2.49,2.64,1.54,2.25,0.31,1.36,2.09,0.32,0.0,0.14,2013
Twin Butte Energy Ltd.,,Cold Lake,7164M,Primary,32.28,43.5,45.74,41.14,59.15,31.53,32.43,45.96,41.99,36.32,35.51,36.71,2013
CNRL,,Cold Lake,7389D,Primary,28.99,31.44,32.72,29.93,27.25,24.72,27.12,29.55,23.49,19.67,19.47,18.37,2013
Bonavista,,Cold Lake,7515D,Primary,77.16,91.1,77.75,104.43,86.39,73.7,73.75,80.67,74.44,83.2,66.69,74.55,2013
BlackPearl,,Cold Lake,7920K,Primary,101.16,123.06,144.4,117.77,127.73,136.45,125.55,159.95,164.28,175.39,171.11,155.23,2013
Devon,,Cold Lake,7936O,Primary,3807.75,3883.92,3856.9,3895.24,3938.05,3924.97,3949.83,4041.77,4030.35,3838.69,3930.01,3671.43,2013
Husky,,Cold Lake,7990M,Primary,141.15,156.66,149.6,156.43,153.08,154.21,179.04,176.25,188.58,201.3,181.25,166.37,2013
CNRL,,Cold Lake,8002E,Primary,8.45,12.47,14.24,8.93,11.26,9.45,11.64,10.87,8.39,10.29,8.48,12.31,2013
CNRL,,Cold Lake,8017D,Primary,18.01,20.31,19.58,29.17,23.82,22.74,16.13,17.92,15.53,15.15,10.74,11.52,2013
CNRL,,Cold Lake,8018E,Primary,294.48,289.76,371.15,383.61,417.57,414.95,392.54,393.0,424.66,454.35,402.28,415.68,2013
CNRL,,Cold Lake,8035B,Primary,9.1,9.44,10.76,11.65,9.27,12.22,15.84,7.2,16.99,19.85,19.43,16.92,2013
CNRL,,Cold Lake,8042J,Primary,2394.58,2531.19,2622.49,2813.37,3057.59,3094.28,3229.28,3354.98,3354.11,3368.77,3465.06,3402.21,2013
CNRL,,Cold Lake,8043C,Primary,197.35,187.06,199.59,209.19,205.81,196.75,193.26,204.98,187.05,184.7,170.78,184.52,2013
CNRL,,Cold Lake,8069G,Primary,471.34,447.24,403.69,400.75,356.75,374.31,355.59,338.07,317.87,340.11,325.06,335.9,2013
CNRL,,Cold Lake,8087A,Primary,3.58,3.67,3.92,3.79,2.44,2.85,3.01,1.46,2.39,1.13,0.29,0.0,2013
CNRL,,Cold Lake,8161F,Primary,115.62,110.75,93.73,107.73,97.95,100.98,100.22,103.08,98.02,101.25,95.14,88.48,2013
CNRL,,Cold Lake,8162G,Primary,459.17,426.09,419.57,401.42,373.82,349.76,372.27,382.1,372.97,379.68,335.31,330.9,2013
CNRL,,Cold Lake,8179C,Primary,10.64,11.48,11.04,9.4,9.68,13.15,10.58,8.18,10.09,6.19,7.29,8.48,2013
Devon,,Cold Lake,8202B,Primary,68.77,79.38,83.63,91.71,85.02,85.87,96.05,87.94,79.99,84.68,92.87,75.49,2013
CNRL,,Cold Lake,8207B,Primary,2.24,1.84,1.84,2.25,1.15,1.24,1.68,2.02,0.86,0.57,1.53,0.96,2013
CNRL,,Cold Lake,8215C,Primary,104.57,115.69,111.33,109.81,129.55,108.9,104.9,95.74,92.36,91.01,112.34,129.44,2013
CNRL,,Cold Lake,8319,Primary,44.65,38.53,50.78,46.7,51.23,39.75,43.31,38.93,35.89,35.86,37.08,31.18,2013
Baytex,,Cold Lake,8341D,Primary,27.14,34.37,40.86,29.57,34.51,32.22,30.31,28.78,36.66,42.91,45.0,42.81,2013
CNRL,,Cold Lake,8536A,Primary,8.08,7.91,5.05,5.93,5.56,6.02,5.87,5.58,6.59,6.66,4.71,6.06,2013
Devon,,Cold Lake,8611A,Primary,12.96,10.78,11.4,11.79,13.13,9.51,13.24,6.51,6.88,9.58,7.01,4.65,2013
Sinopec Daylight Energy Ltd.,,Cold Lake,8636B,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,,,,,2013
Husky,,Cold Lake,8655B,Primary,4.87,5.62,7.24,4.47,3.29,3.12,5.97,2.7,2.75,3.12,4.32,7.47,2013
Husky,,Athabasca,8756E,Primary,711.19,758.41,819.97,854.63,796.46,782.37,759.56,763.85,773.36,802.12,852.26,832.01,2013
Harvest Operations Corp.,,Cold Lake,8845B,Primary,4.85,6.3,6.58,4.79,4.7,5.4,2.98,1.91,0.98,4.79,2.99,2.66,2013
CNRL,,Cold Lake,8908L,Primary,633.52,636.5,658.35,718.49,784.07,801.19,790.24,745.49,810.1,734.39,695.81,677.78,2013
Buffalo Resources Corp.,,Cold Lake,8932C,Primary,0.08,0.0,6.9,12.94,9.5,11.13,12.74,12.89,13.98,10.85,2.61,,2013
Murphy,,Peace River,8972F,Primary,222.57,170.4,192.48,204.47,374.57,415.85,349.79,300.87,162.42,293.08,243.59,226.41,2013
CNRL,,Athabasca,8993D,Primary,134.04,189.49,105.57,93.61,111.78,87.28,155.62,123.15,100.3,74.31,84.23,68.72,2013
CNRL,,Cold Lake,9006B,Primary,95.11,103.45,73.42,100.6,94.47,97.22,100.15,88.22,84.39,98.67,76.28,80.65,2013
Devon,,Cold Lake,9148,Primary,11.97,7.56,9.39,8.84,16.3,11.1,14.44,11.16,12.22,15.95,13.38,12.48,2013
Imperial,,Cold Lake,9158B,Primary,38.98,47.03,39.93,38.4,42.81,42.09,33.78,34.37,49.48,49.78,57.29,34.06,2013
Harvest Operations Corp.,,Cold Lake,9266B,Primary,49.94,47.99,46.9,50.78,51.96,51.38,43.02,45.81,49.08,47.53,46.51,49.08,2013
Baytex,,Cold Lake,9278J,Primary,121.04,110.01,120.74,139.93,185.11,186.37,175.95,174.35,161.32,174.04,147.94,137.04,2013
Crispin Energy Inc.,,Cold Lake,9313,Primary,2.83,2.19,1.97,1.78,1.94,1.79,1.65,2.27,0.79,0.72,1.07,1.51,2013
CNRL,,Cold Lake,9340A,Primary,72.92,76.11,71.75,81.56,89.61,80.82,73.38,69.86,65.92,61.6,62.54,61.7,2013
CNRL,,Cold Lake,9349C,Primary,125.79,119.51,119.91,113.01,107.54,98.98,86.46,75.39,66.02,66.3,57.14,59.52,2013
CNRL,,Cold Lake,9387L,Primary,1053.12,1041.85,1138.26,1156.11,1354.43,1396.39,1379.78,1280.54,1226.01,1163.65,1094.36,1054.14,2013
CNRL,,Cold Lake,9415V,Primary,1373.17,1378.25,1305.98,1343.02,1342.16,1379.41,1355.59,1310.55,1287.01,1304.97,1333.75,1351.65,2013
Bonavista,,Cold Lake,9427C,Primary,42.18,40.99,53.84,44.16,43.61,42.33,41.63,37.72,43.24,41.92,35.18,39.7,2013
CNRL,,Athabasca,9466Q,Primary,72.48,53.64,55.05,68.99,91.09,121.22,119.02,124.43,132.9,131.92,109.16,112.12,2013
Husky,,Cold Lake,9504A,Primary,0.22,,,,,,,,,,,,2013
Baytex,,Cold Lake,9579D,Primary,45.67,54.22,59.64,56.35,60.19,53.75,55.52,52.66,50.4,57.07,49.02,43.61,2013
Penn West,,Peace River,9607C,Primary,97.29,103.1,90.13,101.24,110.75,102.0,92.21,99.62,94.01,95.24,85.32,86.36,2013
Devon,,Cold Lake,9631B,Primary,377.85,413.29,433.2,428.53,432.37,393.46,349.19,356.66,374.64,362.74,377.56,353.86,2013
Murphy,,Peace River,9727D,Primary,122.46,199.48,216.21,168.38,171.91,195.05,179.24,164.17,50.14,238.85,203.52,206.72,2013
Duvernay Oil Corp.,,Peace River,9729B,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
Bronco Energy Ltd.,,Athabasca,9774E,Primary,17.36,20.74,21.06,21.31,19.82,9.99,16.93,18.89,12.16,15.97,10.89,10.79,2013
Devon,,Cold Lake,9821A,Primary,1.91,3.01,3.4,3.06,4.2,4.37,5.11,2.42,14.62,13.06,13.02,10.46,2013
Frog Lake Energy Resources Corp.,,Cold Lake,9827D,Primary,182.47,193.48,186.73,188.29,184.0,199.86,183.89,180.21,152.0,172.72,176.35,155.03,2013
Husky,,Cold Lake,9873C,Primary,307.72,297.28,273.01,330.45,334.34,459.69,532.05,558.28,510.75,478.74,422.97,352.45,2013
CNRL,,Athabasca,9884F,Primary,17.68,19.69,24.27,38.27,33.79,43.1,38.17,40.64,35.9,33.37,34.28,34.32,2013
Baytex,,Cold Lake,9908H,Primary,0.0,7.81,5.45,0.0,0.0,0.0,0.0,0.0,0.15,12.1,20.9,27.99,2013
Baytex,Cliffdale Pilot,Peace River,11034K,Commercial-CSS,95.12,81.55,76.32,114.09,112.71,96.0,117.49,87.22,72.73,101.46,131.04,172.43,2014
Penn West,Seal CSS,Peace River,11377B,Commercial-CSS,0.0,0.0,0.02,55.29,88.86,50.46,52.06,36.47,23.36,21.13,16.56,13.32,2014
Murphy,Cadotte HCSS,Peace River,11778C,Commercial-CSS,47.36,24.74,1.14,55.66,26.23,15.24,0.0,28.47,39.09,22.46,8.75,1.28,2014
Penn West,Harmon Valley South Thermal Pilot,Peace River,11895C,Commercial-CSS,0.0,0.0,0.0,0.74,4.25,32.38,20.64,8.3,2.23,0.0,0.0,44.18,2014
Laricina Energy Ltd.,Saleski Phase 1,Athabasca,12087A,Commercial-CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Shell,Peace River / Carmon Creek,Peace River,8143V,Commercial-CSS,764.22,719.81,759.89,642.89,302.31,784.72,738.47,837.74,792.28,602.82,649.44,585.2,2014
Imperial,Cold Lake,Cold Lake,8558EE,Commercial-CSS,22977.87,22661.87,24205.24,24429.52,21296.55,19913.71,23244.93,23660.32,23947.74,24497.97,23970.04,23536.16,2014
CNRL,Primrose and Wolf Lake,Cold Lake,9140U,Commercial-CSS,8493.4,10845.09,16775.39,15629.74,17585.06,13911.44,13142.32,14941.61,17501.69,14785.28,14238.03,16572.89,2014
Devon,Jackfish ,Athabasca,10097AA,Commercial-SAGD,9946.3,10055.18,9721.08,9544.34,9432.49,9690.21,9703.95,10044.77,10845.91,11675.25,12396.98,12475.3,2014
OSUM,Orion,Cold Lake,10103I,Commercial-SAGD,1059.06,1095.05,1057.24,798.74,1197.77,1263.96,1098.07,1228.71,1173.06,1262.75,1286.25,1400.1,2014
Husky,Sunrise,Athabasca,10419M,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Connacher Oil And Gas Limited,Great Divide,Athabasca,10587R,Commercial-SAGD,2122.22,2243.11,2050.06,2208.2,2169.59,2149.94,2114.63,2285.55,2360.97,2400.14,2423.23,2446.47,2014
MEG,Christina Lake (MEG),Athabasca,10773FF,Commercial-SAGD,8848.4,9567.31,9639.44,11342.91,11227.74,10275.26,12111.14,12204.18,12268.67,12476.25,12628.85,13083.52,2014
Statoil Canada Ltd.,Leismer,Athabasca,10935O,Commercial-SAGD,1699.74,1826.01,1872.22,1799.82,1903.29,2025.83,1935.83,2090.32,2174.87,2482.09,2788.48,2690.86,2014
Andora Energy Corporation,Sawn Lake,Peace River,11341A,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.58,0.51,4.89,20.69,25.27,22.77,33.31,2014
Harvest Operations Corp.,BlackGold,Athabasca,11387F,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.21,0.09,0.07,0.05,0.08,2014
Southern Pacific Resource Corp.,STP McKay,Athabasca,11461G,Commercial-SAGD,261.17,347.98,347.71,307.58,340.22,321.85,329.19,323.33,283.98,316.96,338.73,317.53,2014
Cenovus,Pelican Lake,Athabasca,11469C,Commercial-SAGD,43.32,55.81,43.73,46.45,45.87,53.04,41.32,56.61,23.56,25.95,53.52,38.36,2014
CNRL,Kirby,Athabasca,11475M,Commercial-SAGD,476.03,534.64,1497.13,2081.91,2138.52,2843.64,2335.68,3421.86,2906.57,3487.28,3628.19,3533.89,2014
Laricina Energy Ltd.,Germain,Athabasca,11509I,Commercial-SAGD,8.83,16.76,36.68,61.08,72.7,57.35,100.37,107.52,119.72,118.53,143.28,168.02,2014
BlackPearl,Blackrod,Athabasca,11522E,Commercial-SAGD,40.15,36.04,26.09,53.02,56.61,70.74,70.01,78.92,82.15,86.4,77.44,82.89,2014
Grizzly Oil Sands ULC,Algar Lake,Athabasca,11688A,Commercial-SAGD,0.0,1.68,14.54,45.51,27.34,136.69,175.87,274.21,153.93,166.26,265.14,234.85,2014
Baytex,Gemini,Cold Lake,11789B,Commercial-SAGD,0.0,0.0,26.26,12.06,73.76,129.19,145.11,108.63,144.62,57.88,18.91,42.96,2014
Cenovus,Pelican Upper Grand Rapids,Athabasca,12190A,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Pengrowth,Lindbergh Pilot,Cold Lake,6410K,Commercial-SAGD,260.26,286.44,304.02,257.21,249.54,275.39,254.75,255.57,273.54,264.5,279.96,254.73,2014
Cenovus,Christina Lake (FCCL),Athabasca,8591NN,Commercial-SAGD,20570.68,20956.78,21147.81,21550.01,20896.44,22436.87,20844.96,22356.16,22181.14,23139.05,23981.63,23401.92,2014
Cenovus,Foster Creek,Athabasca,8623ZZ,Commercial-SAGD,17214.56,17167.23,17754.6,17772.71,18165.89,17918.49,16316.36,19005.69,19078.92,20824.8,22037.22,22374.64,2014
Suncor,Mackay River,Athabasca,8668BB,Commercial-SAGD,3781.23,2405.04,4462.65,4605.38,4645.72,3787.87,4564.45,4267.9,4591.74,4113.17,4710.88,4889.52,2014
Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788K,Commercial-SAGD,913.56,919.83,954.84,719.69,680.06,865.24,1007.68,990.15,1012.61,946.37,980.78,947.73,2014
Suncor,Firebag,Athabasca,8870GGG,Commercial-SAGD,24370.12,26797.15,27410.02,27115.72,26613.82,28198.66,27989.76,26958.34,27135.8,27788.18,29330.81,29971.63,2014
ConocoPhillips,Surmont,Athabasca,9426CC,Commercial-SAGD,4089.67,4430.19,4581.63,4799.98,4402.94,4254.83,4277.37,3909.95,0.0,4157.35,4515.24,4206.9,2014
ConocoPhillips,Surmont Pilot,Athabasca,9460E,Commercial-SAGD,69.6,68.2,54.55,58.0,59.95,58.6,55.34,55.55,55.15,52.43,32.41,59.41,2014
Nexen,Long Lake,Athabasca,9485EE,Commercial-SAGD,6481.66,6858.5,6729.95,6568.97,6497.75,6815.43,6769.94,6287.83,6947.05,7329.58,7183.66,7396.58,2014
Husky,Tucker Lake ,Cold Lake,9835O,Commercial-SAGD,1742.95,1755.57,1733.07,1721.38,1771.54,1767.75,1728.31,1721.68,1694.98,1724.05,1668.4,1632.49,2014
CNRL,Brintnell,Athabasca,10147F,Enhanced Recovery,456.33,439.14,442.67,498.43,474.15,459.79,518.55,491.65,527.4,496.44,406.52,462.83,2014
CNRL,Brintnell,Athabasca,10423O,Enhanced Recovery,3718.55,3854.43,3894.24,3953.64,3910.22,4110.94,4186.71,4134.2,4090.98,4093.58,4155.0,4176.18,2014
Cenovus,EnCAID,Athabasca,10440J,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
CNRL,Brintnell,Athabasca,10787L,Enhanced Recovery,1722.34,1862.86,1834.65,1838.79,1762.68,2029.65,1915.33,1902.75,1965.34,1870.15,1853.95,1845.75,2014
Murphy,Seal Polymer,Peace River,11320B,Enhanced Recovery,202.64,190.51,187.65,166.72,147.96,120.97,128.75,103.61,104.85,125.52,145.42,158.01,2014
Cenovus,AIDROH,Athabasca,11618,Enhanced Recovery,13.47,13.47,13.45,13.48,13.74,14.54,15.25,15.46,8.05,10.72,11.52,11.13,2014
Baytex,Waterflood Pilot Project,Peace River,12285A,Enhanced Recovery,15.96,6.48,7.2,4.39,12.33,12.77,3.81,4.33,3.2,3.14,1.47,2.13,2014
Cenovus,Brintnell,Athabasca,9404W,Enhanced Recovery,3931.67,3947.03,3888.65,3941.96,3882.63,4015.43,3912.27,4097.08,3529.03,4141.91,4158.3,4035.42,2014
CNRL,Brintnell,Athabasca,9673O,Enhanced Recovery,1336.77,1265.81,1413.83,1317.57,1349.72,1354.05,1459.34,1508.75,1483.88,1413.19,1352.91,1409.43,2014
Imperial,SA-SAGD,Cold Lake,10689D,Experimental,99.52,113.56,98.78,61.6,53.44,20.53,82.59,118.98,145.55,98.12,100.4,92.41,2014
Laricina Energy Ltd.,Saleski Pilot,Athabasca,11337K,Experimental,58.07,133.86,101.45,157.22,72.76,53.32,79.83,71.89,32.2,40.83,22.05,38.57,2014
Touchstone Exploration Inc.,Dawson Pilot Project,Peace River,11515E,Experimental,0.09,0.0,0.0,0.0,0.0,0.39,12.15,6.97,10.43,0.0,0.0,,2014
Baytex,,Peace River,10070I,Primary,244.55,226.66,200.65,186.31,208.51,200.27,159.56,190.06,155.97,153.74,139.01,131.35,2014
CNRL,,Cold Lake,10154E,Primary,61.06,64.76,58.09,44.08,39.96,42.11,40.56,41.46,40.38,37.56,34.89,36.8,2014
Penn West,,Peace River,10174D,Primary,368.27,374.31,366.63,363.04,344.75,328.55,313.94,303.69,281.44,282.24,276.33,278.92,2014
Husky,,Cold Lake,10259,Primary,25.98,19.17,18.1,26.29,23.7,23.29,24.49,22.2,25.23,20.64,18.21,24.03,2014
Devon,,Cold Lake,10310B,Primary,13.8,11.49,14.95,13.11,12.57,13.93,12.17,13.28,12.86,11.91,16.62,20.82,2014
Murphy,,Peace River,10329G,Primary,752.36,724.59,675.52,669.94,664.84,622.58,587.95,487.82,472.42,511.66,612.97,609.11,2014
Baytex,,Peace River,10391H,Primary,3657.88,3715.54,3872.55,3847.71,3614.22,4079.02,3598.88,3987.31,3540.59,3438.88,3360.7,3472.79,2014
Baytex,,Peace River,10412D,Primary,132.6,165.36,177.06,177.84,71.06,167.17,147.88,182.94,137.33,150.95,182.71,186.45,2014
CNRL,,Cold Lake,10454A,Primary,5.86,5.72,8.01,5.33,7.06,7.38,5.25,6.93,7.23,4.41,5.84,7.02,2014
CNRL,,Cold Lake,10459,Primary,11.5,11.74,13.95,12.73,10.91,11.34,8.92,10.12,12.21,11.66,10.57,8.33,2014
CNRL,,Cold Lake,10518F,Primary,830.48,774.8,714.04,702.11,630.92,538.98,519.2,549.6,482.1,382.79,389.75,415.79,2014
Murphy,,Peace River,10532E,Primary,44.4,52.61,42.1,54.05,42.75,36.9,42.35,54.28,38.58,29.83,48.63,58.7,2014
CNRL,,Cold Lake,10547,Primary,41.31,38.23,42.78,39.87,41.5,46.15,42.49,40.71,40.7,32.1,36.08,33.63,2014
Shell,,Peace River,10557I,Primary,1564.12,1563.22,1566.28,1434.07,794.18,1418.57,1498.81,1437.97,1031.29,1316.04,1416.88,1355.15,2014
Husky,,Cold Lake,10597B,Primary,67.35,76.55,69.42,62.05,70.58,72.69,67.41,71.3,52.9,54.56,57.13,56.56,2014
CNRL,,Cold Lake,10618G,Primary,172.5,182.29,162.07,176.77,198.72,217.73,196.69,212.42,204.44,215.78,205.96,217.44,2014
Husky,,Cold Lake,10619J,Primary,302.52,348.96,322.05,396.83,410.77,412.31,372.58,400.39,426.6,454.45,438.98,494.1,2014
Crew Energy Inc.,,Cold Lake,10631B,Primary,0.76,0.89,1.43,0.92,1.13,0.72,0.09,0.0,0.13,2.73,,,2014
Penn West,,Peace River,10647F,Primary,6.85,15.99,27.41,28.18,27.72,20.34,34.71,35.21,43.08,22.76,9.74,7.44,2014
CNRL,,Cold Lake,10725,Primary,4.47,3.41,4.96,3.95,3.65,3.92,5.23,6.05,6.56,4.13,3.51,4.66,2014
Penn West,,Peace River,10745C,Primary,112.97,130.6,110.5,99.75,77.94,90.44,73.03,71.1,76.88,66.81,112.73,194.01,2014
Husky,,Cold Lake,10812B,Primary,37.19,26.77,23.83,36.0,34.31,32.48,34.05,30.75,32.78,57.39,70.92,69.47,2014
Devon,,Cold Lake,10828B,Primary,137.8,142.0,165.54,172.55,211.39,237.45,212.19,198.73,234.92,173.2,150.6,163.85,2014
Gear Energy Ltd.,,Cold Lake,10853B,Primary,3.07,7.6,11.31,13.03,27.39,12.86,14.91,13.21,19.07,13.93,16.0,15.5,2014
CNRL,,Cold Lake,10882,Primary,5.63,5.31,4.35,3.14,3.59,4.46,5.53,4.49,3.97,2.56,3.81,4.14,2014
Murphy,,Peace River,10915B,Primary,0.74,2.25,2.25,2.21,1.97,2.96,4.15,3.55,2.8,3.22,4.92,4.91,2014
CNRL,,Cold Lake,11016A,Primary,494.27,499.48,492.31,414.11,466.2,465.99,466.61,476.49,476.03,448.77,445.47,415.95,2014
Husky,,Cold Lake,11041E,Primary,74.9,84.58,97.61,91.03,98.48,91.27,94.56,78.84,82.75,81.56,80.33,82.94,2014
Penn West,,Peace River,11060F,Primary,218.1,187.77,192.94,192.2,168.98,162.15,165.12,163.32,173.11,154.61,145.37,136.57,2014
CNRL,,Cold Lake,11188B,Primary,389.69,396.64,410.56,400.24,379.42,371.79,359.46,392.51,405.19,343.59,317.02,357.48,2014
Twin Butte Energy Ltd.,,Cold Lake,11191A,Primary,61.47,54.92,63.79,51.45,49.7,46.12,42.35,30.85,31.11,33.27,22.26,20.73,2014
Husky,,Cold Lake,11192,Primary,9.09,6.36,6.2,8.68,7.9,8.81,5.99,8.3,6.3,5.47,5.57,5.39,2014
Husky,,Cold Lake,11205,Primary,5.33,10.9,11.6,6.46,1.71,1.04,2.14,4.4,1.78,5.33,8.12,4.23,2014
Koch,,Peace River,11220,Primary,9.87,11.92,10.48,10.03,8.44,8.54,11.25,8.34,7.64,1.77,4.73,10.22,2014
CNRL,,Cold Lake,11227D,Primary,8.62,7.55,10.71,13.86,14.54,16.93,7.64,14.1,24.31,32.45,35.41,50.35,2014
Husky,,Cold Lake,11246B,Primary,78.24,79.63,83.19,84.2,66.99,74.33,67.85,75.87,83.19,76.3,64.53,64.81,2014
Twin Butte Energy Ltd.,,Cold Lake,11256D,Primary,492.59,482.52,496.76,500.18,487.25,528.93,426.08,472.24,487.46,413.01,360.65,389.64,2014
Husky,,Cold Lake,11275,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014
Husky,,Cold Lake,11287A,Primary,4.84,13.31,14.71,16.87,11.93,12.2,7.9,12.49,13.48,8.3,8.52,4.23,2014
Murphy,,Peace River,11306A,Primary,103.47,111.67,102.32,85.82,82.95,98.46,88.71,93.71,70.09,107.08,78.82,90.92,2014
Baytex,,Peace River,11327A,Primary,4.41,3.04,1.81,3.91,0.7,4.97,4.29,2.13,2.72,0.0,1.78,3.86,2014
Husky,,Cold Lake,11350,Primary,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.97,0.0,0.0,1.1,1.33,2014
Husky,,Cold Lake,11362,Primary,0.57,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014
